family_id,dataset,image_id,category_id,category_name,prompt,is_prompt_absent,num_candidates,num_rejected,fp,tp,fdp
coco:1000:43:27,coco,1000,43,tennis racket,tennis racket,False,7,0,0,0,0.0
coco:100238:34:2552,coco,100238,34,frisbee,frisbee,False,7,0,0,0,0.0
coco:100283:53:2560,coco,100283,53,apple,apple,True,1,0,0,0,0.0
coco:100428:1:2561,coco,100428,1,person,person,False,4,0,0,0,0.0
coco:100428:6:2562,coco,100428,6,bus,bus,True,4,0,0,0,0.0
coco:100489:21:2566,coco,100489,21,cow,cow,True,3,0,0,0,0.0
coco:100510:19:2567,coco,100510,19,horse,horse,False,1,0,0,0,0.0
coco:100582:15:2571,coco,100582,15,bench,bench,True,4,0,0,0,0.0
coco:100582:17:2572,coco,100582,17,cat,cat,True,2,0,0,0,0.0
coco:100624:23:2574,coco,100624,23,bear,bear,True,3,0,0,0,0.0
coco:100624:3:2573,coco,100624,3,car,car,False,25,0,0,0,0.0
coco:100723:67:2578,coco,100723,67,dining table,dining table,True,4,0,0,0,0.0
coco:100723:72:2577,coco,100723,72,tv,tv,True,4,0,0,0,0.0
coco:10092:85:304,coco,10092,85,clock,clock,True,6,0,0,0,0.0
coco:101022:41:2579,coco,101022,41,skateboard,skateboard,True,2,0,0,0,0.0
coco:101068:33:2582,coco,101068,33,suitcase,suitcase,True,2,0,0,0,0.0
coco:101068:46:2583,coco,101068,46,wine glass,wine glass,True,2,0,0,0,0.0
coco:101420:17:2584,coco,101420,17,cat,cat,False,1,0,0,0,0.0
coco:101420:62:2585,coco,101420,62,chair,chair,True,6,0,0,0,0.0
coco:101762:70:2588,coco,101762,70,toilet,toilet,True,2,0,0,0,0.0
coco:101780:25:2590,coco,101780,25,giraffe,giraffe,False,25,0,0,0,0.0
coco:101884:46:2597,coco,101884,46,wine glass,wine glass,True,2,0,0,0,0.0
coco:102331:63:2601,coco,102331,63,couch,couch,True,3,0,0,0,0.0
coco:102356:1:2602,coco,102356,1,person,person,False,1,0,0,0,0.0
coco:102411:27:2607,coco,102411,27,backpack,backpack,True,22,0,0,0,0.0
coco:102411:31:2605,coco,102411,31,handbag,handbag,False,40,0,0,0,0.0
coco:102707:47:2611,coco,102707,47,cup,cup,False,16,0,0,0,0.0
coco:102707:60:2613,coco,102707,60,donut,donut,True,6,0,0,0,0.0
coco:102805:34:2614,coco,102805,34,frisbee,frisbee,False,4,0,0,0,0.0
coco:102805:75:2615,coco,102805,75,remote,remote,True,7,0,0,0,0.0
coco:102820:61:2617,coco,102820,61,cake,cake,False,1,0,0,0,0.0
coco:102820:86:2618,coco,102820,86,vase,vase,True,5,0,0,0,0.0
coco:103548:16:2621,coco,103548,16,bird,bird,True,40,0,0,0,0.0
coco:103548:6:2622,coco,103548,6,bus,bus,True,1,0,0,0,0.0
coco:10363:3:306,coco,10363,3,car,car,False,1,0,0,0,0.0
coco:104198:87:2634,coco,104198,87,scissors,scissors,True,1,0,0,0,0.0
coco:104424:7:2637,coco,104424,7,train,train,True,5,0,0,0,0.0
coco:104455:21:2640,coco,104455,21,cow,cow,True,9,0,0,0,0.0
coco:104455:63:2639,coco,104455,63,couch,couch,True,1,0,0,0,0.0
coco:104572:81:2641,coco,104572,81,sink,sink,False,15,0,0,0,0.0
coco:104603:23:2644,coco,104603,23,bear,bear,False,5,0,0,0,0.0
coco:104603:90:2646,coco,104603,90,toothbrush,toothbrush,True,1,0,0,0,0.0
coco:104612:51:2648,coco,104612,51,bowl,bowl,True,1,0,0,0,0.0
coco:104612:56:2647,coco,104612,56,broccoli,broccoli,False,183,0,0,0,0.0
coco:104619:15:2651,coco,104619,15,bench,bench,True,18,0,0,0,0.0
coco:104619:25:2650,coco,104619,25,giraffe,giraffe,False,6,0,0,0,0.0
