seed,alpha,strategy,rejections,fdp,recall,mean_family_fdp,pass,config
0,0.05,pertemplate,14,0.07142857142857142,0.02981651376146789,0.0033444816053511705,0,hist80_sm01_clip500
0,0.1,pertemplate,27,0.037037037037037035,0.05963302752293578,0.0033444816053511705,1,hist80_sm01_clip500
0,0.15,pertemplate,28,0.03571428571428571,0.06192660550458716,0.0033444816053511705,1,hist80_sm01_clip500
0,0.2,pertemplate,30,0.1,0.06192660550458716,0.010033444816053512,1,hist80_sm01_clip500
0,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
0,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
0,0.15,global,8,0.25,0.013761467889908258,0.006688963210702341,0,hist80_sm01_clip500
0,0.2,global,8,0.25,0.013761467889908258,0.006688963210702341,0,hist80_sm01_clip500
1,0.05,pertemplate,11,0.0,0.02564102564102564,0.0,1,hist80_sm01_clip500
1,0.1,pertemplate,25,0.08,0.053613053613053616,0.006688963210702341,1,hist80_sm01_clip500
1,0.15,pertemplate,28,0.07142857142857142,0.06060606060606061,0.006688963210702341,1,hist80_sm01_clip500
1,0.2,pertemplate,35,0.14285714285714285,0.06993006993006994,0.016722408026755852,1,hist80_sm01_clip500
1,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
1,0.1,global,1,1.0,0.0,0.0033444816053511705,0,hist80_sm01_clip500
1,0.15,global,8,0.375,0.011655011655011656,0.010033444816053512,0,hist80_sm01_clip500
1,0.2,global,8,0.375,0.011655011655011656,0.010033444816053512,0,hist80_sm01_clip500
2,0.05,pertemplate,6,0.0,0.016574585635359115,0.0,1,hist80_sm01_clip500
2,0.1,pertemplate,12,0.0,0.03314917127071823,0.0,1,hist80_sm01_clip500
2,0.15,pertemplate,19,0.0,0.052486187845303865,0.0,1,hist80_sm01_clip500
2,0.2,pertemplate,23,0.0,0.06353591160220995,0.0,1,hist80_sm01_clip500
2,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
2,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
2,0.15,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
2,0.2,global,9,0.1111111111111111,0.022099447513812154,0.0033444816053511705,1,hist80_sm01_clip500
3,0.05,pertemplate,17,0.11764705882352941,0.04716981132075472,0.006688963210702341,0,hist80_sm01_clip500
3,0.1,pertemplate,23,0.08695652173913043,0.0660377358490566,0.006688963210702341,1,hist80_sm01_clip500
3,0.15,pertemplate,29,0.13793103448275862,0.07861635220125786,0.013377926421404682,1,hist80_sm01_clip500
3,0.2,pertemplate,36,0.19444444444444445,0.09119496855345911,0.020066889632107024,1,hist80_sm01_clip500
3,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
3,0.1,global,1,1.0,0.0,0.0033444816053511705,0,hist80_sm01_clip500
3,0.15,global,1,1.0,0.0,0.0033444816053511705,0,hist80_sm01_clip500
3,0.2,global,10,0.5,0.015723270440251572,0.016722408026755852,0,hist80_sm01_clip500
4,0.05,pertemplate,14,0.07142857142857142,0.03155339805825243,0.0033444816053511705,0,hist80_sm01_clip500
4,0.1,pertemplate,21,0.09523809523809523,0.04611650485436893,0.006688963210702341,1,hist80_sm01_clip500
4,0.15,pertemplate,25,0.12,0.05339805825242718,0.010033444816053512,1,hist80_sm01_clip500
4,0.2,pertemplate,28,0.17857142857142858,0.055825242718446605,0.016722408026755852,1,hist80_sm01_clip500
4,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
4,0.1,global,1,1.0,0.0,0.0033444816053511705,0,hist80_sm01_clip500
4,0.15,global,12,0.3333333333333333,0.019417475728155338,0.013377926421404682,0,hist80_sm01_clip500
4,0.2,global,12,0.3333333333333333,0.019417475728155338,0.013377926421404682,0,hist80_sm01_clip500
5,0.05,pertemplate,9,0.0,0.023872679045092837,0.0,1,hist80_sm01_clip500
5,0.1,pertemplate,12,0.0,0.03183023872679045,0.0,1,hist80_sm01_clip500
5,0.15,pertemplate,16,0.0,0.042440318302387266,0.0,1,hist80_sm01_clip500
5,0.2,pertemplate,18,0.0,0.04774535809018567,0.0,1,hist80_sm01_clip500
5,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
5,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
5,0.15,global,4,0.25,0.007957559681697613,0.0033444816053511705,0,hist80_sm01_clip500
5,0.2,global,4,0.25,0.007957559681697613,0.0033444816053511705,0,hist80_sm01_clip500
6,0.05,pertemplate,11,0.0,0.02619047619047619,0.0,1,hist80_sm01_clip500
6,0.1,pertemplate,14,0.0,0.03333333333333333,0.0,1,hist80_sm01_clip500
6,0.15,pertemplate,20,0.0,0.047619047619047616,0.0,1,hist80_sm01_clip500
6,0.2,pertemplate,21,0.0,0.05,0.0,1,hist80_sm01_clip500
6,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
6,0.1,global,1,0.0,0.002380952380952381,0.0,1,hist80_sm01_clip500
6,0.15,global,1,0.0,0.002380952380952381,0.0,1,hist80_sm01_clip500
6,0.2,global,7,0.0,0.016666666666666666,0.0,1,hist80_sm01_clip500
7,0.05,pertemplate,10,0.2,0.017241379310344827,0.006688963210702341,0,hist80_sm01_clip500
7,0.1,pertemplate,24,0.125,0.04525862068965517,0.010033444816053512,0,hist80_sm01_clip500
7,0.15,pertemplate,27,0.1111111111111111,0.05172413793103448,0.010033444816053512,1,hist80_sm01_clip500
7,0.2,pertemplate,28,0.10714285714285714,0.05387931034482758,0.010033444816053512,1,hist80_sm01_clip500
7,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
7,0.1,global,1,0.0,0.0021551724137931034,0.0,1,hist80_sm01_clip500
7,0.15,global,5,0.0,0.010775862068965518,0.0,1,hist80_sm01_clip500
7,0.2,global,5,0.0,0.010775862068965518,0.0,1,hist80_sm01_clip500
8,0.05,pertemplate,14,0.07142857142857142,0.026694045174537988,0.0033444816053511705,0,hist80_sm01_clip500
8,0.1,pertemplate,22,0.045454545454545456,0.043121149897330596,0.0033444816053511705,1,hist80_sm01_clip500
8,0.15,pertemplate,24,0.08333333333333333,0.045174537987679675,0.006688963210702341,1,hist80_sm01_clip500
8,0.2,pertemplate,29,0.10344827586206896,0.053388090349075976,0.008361204013377926,1,hist80_sm01_clip500
8,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
8,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
8,0.15,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
8,0.2,global,11,0.09090909090909091,0.02053388090349076,0.0033444816053511705,1,hist80_sm01_clip500
9,0.05,pertemplate,9,0.1111111111111111,0.02203856749311295,0.0033444816053511705,0,hist80_sm01_clip500
9,0.1,pertemplate,11,0.09090909090909091,0.027548209366391185,0.0033444816053511705,1,hist80_sm01_clip500
9,0.15,pertemplate,17,0.058823529411764705,0.0440771349862259,0.0033444816053511705,1,hist80_sm01_clip500
9,0.2,pertemplate,20,0.05,0.05234159779614325,0.0033444816053511705,1,hist80_sm01_clip500
9,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
9,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
9,0.15,global,7,0.42857142857142855,0.011019283746556474,0.010033444816053512,0,hist80_sm01_clip500
9,0.2,global,7,0.42857142857142855,0.011019283746556474,0.010033444816053512,0,hist80_sm01_clip500
10,0.05,pertemplate,8,0.0,0.02476780185758514,0.0,1,hist80_sm01_clip500
10,0.1,pertemplate,18,0.0,0.05572755417956656,0.0,1,hist80_sm01_clip500
10,0.15,pertemplate,28,0.0,0.08668730650154799,0.0,1,hist80_sm01_clip500
10,0.2,pertemplate,35,0.02857142857142857,0.10526315789473684,0.0033444816053511705,1,hist80_sm01_clip500
10,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
10,0.1,global,1,0.0,0.0030959752321981426,0.0,1,hist80_sm01_clip500
10,0.15,global,1,0.0,0.0030959752321981426,0.0,1,hist80_sm01_clip500
10,0.2,global,11,0.18181818181818182,0.02786377708978328,0.006688963210702341,1,hist80_sm01_clip500
11,0.05,pertemplate,7,0.0,0.01871657754010695,0.0,1,hist80_sm01_clip500
11,0.1,pertemplate,16,0.0,0.0427807486631016,0.0,1,hist80_sm01_clip500
11,0.15,pertemplate,17,0.0,0.045454545454545456,0.0,1,hist80_sm01_clip500
11,0.2,pertemplate,20,0.05,0.05080213903743316,0.0033444816053511705,1,hist80_sm01_clip500
11,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
11,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
11,0.15,global,4,0.0,0.0106951871657754,0.0,1,hist80_sm01_clip500
11,0.2,global,4,0.0,0.0106951871657754,0.0,1,hist80_sm01_clip500
12,0.05,pertemplate,28,0.10714285714285714,0.07418397626112759,0.010033444816053512,0,hist80_sm01_clip500
12,0.1,pertemplate,33,0.09090909090909091,0.08902077151335312,0.010033444816053512,1,hist80_sm01_clip500
12,0.15,pertemplate,37,0.08108108108108109,0.10089020771513353,0.010033444816053512,1,hist80_sm01_clip500
12,0.2,pertemplate,37,0.08108108108108109,0.10089020771513353,0.010033444816053512,1,hist80_sm01_clip500
12,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
12,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
12,0.15,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
12,0.2,global,11,0.2727272727272727,0.02373887240356083,0.010033444816053512,0,hist80_sm01_clip500
13,0.05,pertemplate,14,0.07142857142857142,0.028888888888888888,0.0033444816053511705,0,hist80_sm01_clip500
13,0.1,pertemplate,19,0.10526315789473684,0.03777777777777778,0.006688963210702341,0,hist80_sm01_clip500
13,0.15,pertemplate,21,0.09523809523809523,0.042222222222222223,0.006688963210702341,1,hist80_sm01_clip500
13,0.2,pertemplate,28,0.17857142857142858,0.051111111111111114,0.016722408026755852,1,hist80_sm01_clip500
13,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
13,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
13,0.15,global,6,0.5,0.006666666666666667,0.010033444816053512,0,hist80_sm01_clip500
13,0.2,global,6,0.5,0.006666666666666667,0.010033444816053512,0,hist80_sm01_clip500
14,0.05,pertemplate,6,0.0,0.018018018018018018,0.0,1,hist80_sm01_clip500
14,0.1,pertemplate,17,0.0,0.05105105105105105,0.0,1,hist80_sm01_clip500
14,0.15,pertemplate,25,0.04,0.07207207207207207,0.0033444816053511705,1,hist80_sm01_clip500
14,0.2,pertemplate,28,0.07142857142857142,0.07807807807807808,0.006688963210702341,1,hist80_sm01_clip500
14,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
14,0.1,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
14,0.15,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
14,0.2,global,5,0.2,0.012012012012012012,0.0033444816053511705,1,hist80_sm01_clip500
15,0.05,pertemplate,12,0.08333333333333333,0.024886877828054297,0.0033444816053511705,0,hist80_sm01_clip500
15,0.1,pertemplate,24,0.08333333333333333,0.049773755656108594,0.006688963210702341,1,hist80_sm01_clip500
15,0.15,pertemplate,34,0.08823529411764706,0.07013574660633484,0.010033444816053512,1,hist80_sm01_clip500
15,0.2,pertemplate,35,0.11428571428571428,0.07013574660633484,0.013377926421404682,1,hist80_sm01_clip500
15,0.05,global,0,0.0,0.0,0.0,1,hist80_sm01_clip500
15,0.1,global,1,1.0,0.0,0.0033444816053511705,0,hist80_sm01_clip500
15,0.15,global,1,1.0,0.0,0.0033444816053511705,0,hist80_sm01_clip500
15,0.2,global,11,0.36363636363636365,0.01583710407239819,0.013377926421404682,0,hist80_sm01_clip500
16,0.05,pertemplate,16,0.125,0.030837004405286344,0.006688963210702341,0,hist80_sm01_clip500
16,0.1,pertemplate,22,0.09090909090909091,0.04405286343612335,0.006688963210702341,1,hist80_sm01_clip500
16,0.15,pertemplate,24,0.08333333333333333,0.048458149779735685,0.006688963210702341,1,hist80_sm01_clip500
16,0.2,pertemplate,27,0.1111111111111111,0.05286343612334802,0.006688963210702341,1,hist80_sm01_clip500
